,1,2,3,4,5,6,7,8,9
655,9:00p,Portland Trail Blazers,88,Golden State Warriors,103,Box Score,,"19,596",
656,1:00p,San Antonio Spurs,101,Miami Heat,113,Box Score,,"19,683",
657,6:00p,Orlando Magic,92,New Orleans Pelicans,100,Box Score,,"17,197",
658,3:30p,Los Angeles Lakers,103,New York Knicks,110,Box Score,,"19,812",
659,9:00p,Denver Nuggets,125,Sacramento Kings,117,Box Score,,"15,939",
660,7:30p,Toronto Raptors,104,Brooklyn Nets,103,Box Score,,"15,790",
661,8:00p,Minnesota Timberwolves,95,Chicago Bulls,86,Box Score,,"21,637",
662,8:00p,Los Angeles Clippers,114,Milwaukee Bucks,86,Box Score,,"11,126",
663,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,111,Box Score,,"18,203",
664,7:00p,Phoenix Suns,124,Philadelphia 76ers,113,Box Score,,"10,793",
665,9:00p,Sacramento Kings,99,Utah Jazz,106,Box Score,,"16,663",
666,7:00p,New Orleans Pelicans,100,Cleveland Cavaliers,89,Box Score,,"13,985",
667,7:30p,Orlando Magic,87,Detroit Pistons,103,Box Score,,"11,534",
668,10:30p,Washington Wizards,88,Golden State Warriors,85,Box Score,,"19,596",
669,8:00p,San Antonio Spurs,90,Houston Rockets,97,Box Score,,"18,314",
670,10:30p,Indiana Pacers,104,Los Angeles Lakers,92,Box Score,,"18,997",
671,7:30p,Boston Celtics,88,New York Knicks,114,Box Score,,"19,812",
672,10:00p,Memphis Grizzlies,98,Portland Trail Blazers,81,Box Score,,"19,385",
673,7:30p,Philadelphia 76ers,95,Boston Celtics,94,Box Score,,"18,624",
674,8:30p,Houston Rockets,117,Dallas Mavericks,115,Box Score,,"19,359",
675,9:00p,Charlotte Bobcats,101,Denver Nuggets,98,Box Score,,"16,151",
676,10:30p,Washington Wizards,103,Los Angeles Clippers,110,Box Score,,"19,060",
677,7:00p,Oklahoma City Thunder,112,Miami Heat,95,Box Score,,"19,673",
678,8:00p,Phoenix Suns,126,Milwaukee Bucks,117,Box Score,,"11,175",
679,8:00p,New Orleans Pelicans,77,Minnesota Timberwolves,88,Box Score,,"11,702",
680,10:00p,Memphis Grizzlies,99,Sacramento Kings,89,Box Score,,"15,195",
681,9:30p,Chicago Bulls,96,San Antonio Spurs,86,Box Score,,"18,581",
682,7:00p,Orlando Magic,83,Toronto Raptors,98,Box Score,,"17,694",
683,10:30p,Los Angeles Clippers,92,Golden State Warriors,111,Box Score,,"19,596",
684,7:00p,Phoenix Suns,102,Indiana Pacers,94,Box Score,,"16,541",
685,8:00p,Cleveland Cavaliers,86,New York Knicks,117,Box Score,,"19,812",
686,8:00p,Oklahoma City Thunder,120,Brooklyn Nets,95,Box Score,,"17,732",
687,8:30p,Sacramento Kings,103,Dallas Mavericks,107,Box Score,,"19,614",
688,9:00p,Toronto Raptors,100,Denver Nuggets,90,Box Score,,"17,131",
689,10:30p,Charlotte Bobcats,110,Los Angeles Lakers,100,Box Score,,"18,997",
690,8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,90,Box Score,,"17,429",
691,7:00p,Milwaukee Bucks,102,Orlando Magic,113,Box Score,,"17,292",
692,7:30p,Atlanta Hawks,125,Philadelphia 76ers,99,Box Score,,"14,702",
693,10:30p,Golden State Warriors,95,Utah Jazz,90,Box Score,,"19,911",
694,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,120,Box Score,,"13,018",
695,7:30p,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,"16,649",
696,8:00p,Cleveland Cavaliers,92,Houston Rockets,106,Box Score,,"18,309",
697,7:00p,Brooklyn Nets,96,Indiana Pacers,97,Box Score,,"18,165",
698,10:30p,Utah Jazz,87,Los Angeles Clippers,102,Box Score,,"19,060",
699,8:00p,Milwaukee Bucks,90,Memphis Grizzlies,99,Box Score,,"17,017",
700,8:00p,Chicago Bulls,79,New Orleans Pelicans,88,Box Score,,"17,799",
701,8:30p,Miami Heat,106,New York Knicks,91,Box Score,,"19,812",
702,9:00p,Charlotte Bobcats,95,Phoenix Suns,105,Box Score,,"16,248",
703,10:00p,Toronto Raptors,103,Portland Trail Blazers,106,Box Score,,"19,996",
704,8:30p,Sacramento Kings,93,San Antonio Spurs,95,Box Score,,"18,581",
705,7:00p,Oklahoma City Thunder,81,Washington Wizards,96,Box Score,,"20,356",
706,1:00p,Orlando Magic,89,Boston Celtics,96,Box Score,,"18,624",
707,7:30p,Philadelphia 76ers,102,Brooklyn Nets,108,Box Score,,"16,727",
708,8:30p,Cleveland Cavaliers,107,Dallas Mavericks,124,Box Score,,"19,595",
709,9:00p,Los Angeles Clippers,115,Denver Nuggets,116,Box Score,,"16,567",
710,7:00p,Orlando Magic,79,Indiana Pacers,98,Box Score,,"16,266",
711,7:30p,Detroit Pistons,96,Miami Heat,102,Box Score,,"19,802",
712,8:00p,New York Knicks,98,Milwaukee Bucks,101,Box Score,,"11,147",
713,8:00p,San Antonio Spurs,102,New Orleans Pelicans,95,Box Score,,"17,086",
714,8:00p,Memphis Grizzlies,77,Oklahoma City Thunder,86,Box Score,,"18,203",
715,10:00p,Chicago Bulls,70,Sacramento Kings,99,Box Score,,"15,178",
716,9:00p,Toronto Raptors,94,Utah Jazz,79,Box Score,,"17,139",
717,7:00p,Portland Trail Blazers,90,Washington Wizards,100,Box Score,,"13,259",
718,7:30p,Indiana Pacers,89,Atlanta Hawks,85,Box Score,,"15,374",
719,10:30p,Charlotte Bobcats,91,Golden State Warriors,75,Box Score,,"19,596",
720,8:00p,Los Angeles Lakers,99,Minnesota Timberwolves,109,Box Score,,"12,559",
721,9:00p,Chicago Bulls,101,Phoenix Suns,92,Box Score,,"16,636",
722,7:00p,Los Angeles Lakers,119,Cleveland Cavaliers,108,Box Score,,"15,205",
723,9:00p,Milwaukee Bucks,100,Denver Nuggets,110,Box Score,,"15,122",
724,8:00p,Phoenix Suns,108,Houston Rockets,122,Box Score,,"18,217",
725,10:30p,Miami Heat,116,Los Angeles Clippers,112,Box Score,,"19,672",
726,8:00p,Dallas Mavericks,110,Memphis Grizzlies,96,Box Score,,"16,188",
727,8:00p,Atlanta Hawks,100,New Orleans Pelicans,105,Box Score,,"16,232",
728,8:00p,Portland Trail Blazers,94,New York Knicks,90,Box Score,,"19,812",
729,8:00p,Minnesota Timberwolves,97,Oklahoma City Thunder,106,Box Score,,"18,203",
730,7:00p,Detroit Pistons,98,Orlando Magic,112,Box Score,,"15,166",
731,7:00p,Boston Celtics,114,Philadelphia 76ers,108,Box Score,,"10,267",
732,10:00p,Toronto Raptors,101,Sacramento Kings,109,Box Score,,"17,317",
733,7:00p,San Antonio Spurs,125,Washington Wizards,118,Box Score,2OT,"15,791",
734,8:00p,San Antonio Spurs,89,Brooklyn Nets,103,Box Score,,"17,732",
735,10:30p,Chicago Bulls,87,Golden State Warriors,102,Box Score,,"19,596",
736,7:30p,Sacramento Kings,89,Boston Celtics,99,Box Score,,"18,624",
737,8:30p,Utah Jazz,81,Dallas Mavericks,103,Box Score,,"19,928",
738,7:30p,Brooklyn Nets,95,Detroit Pistons,111,Box Score,,"13,727",
739,7:00p,Portland Trail Blazers,113,Indiana Pacers,118,Box Score,OT,"18,165",
740,10:30p,Toronto Raptors,105,Los Angeles Clippers,118,Box Score,,"19,060",
741,9:30p,Minnesota Timberwolves,91,New Orleans Pelicans,98,Box Score,,"16,541",
742,7:30p,Denver Nuggets,90,New York Knicks,117,Box Score,,"19,812",
743,7:00p,Oklahoma City Thunder,102,Orlando Magic,103,Box Score,,"15,595",
744,7:00p,Los Angeles Lakers,112,Philadelphia 76ers,98,Box Score,,"15,211",
745,7:00p,Cleveland Cavaliers,115,Washington Wizards,113,Box Score,,"16,294",
746,7:30p,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,,"15,190",
747,7:00p,San Antonio Spurs,104,Charlotte Bobcats,100,Box Score,,"19,084",
748,7:30p,Denver Nuggets,109,Detroit Pistons,126,Box Score,,"15,870",
749,8:30p,Houston Rockets,101,Milwaukee Bucks,95,Box Score,,"15,923",
750,8:00p,Portland Trail Blazers,117,Minnesota Timberwolves,110,Box Score,,"17,506",
751,9:00p,Golden State Warriors,109,Phoenix Suns,122,Box Score,,"17,846",
752,9:00p,Miami Heat,89,Utah Jazz,94,Box Score,,"19,911",
753,6:00p,Dallas Mavericks,102,Boston Celtics,91,Box Score,,"17,650",
754,6:00p,New Orleans Pelicans,81,Brooklyn Nets,93,Box Score,,"17,732",
755,6:00p,Memphis Grizzlies,83,Cleveland Cavaliers,91,Box Score,OT,"16,484",
756,9:30p,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,,"19,157",
757,3:30p,Chicago Bulls,92,Los Angeles Lakers,86,Box Score,,"18,997",
758,1:00p,New York Knicks,100,Oklahoma City Thunder,112,Box Score,,"18,203",
759,6:00p,Indiana Pacers,92,Orlando Magic,93,Box Score,,"16,366",
760,6:00p,Sacramento Kings,84,Washington Wizards,93,Box Score,,"18,173",
761,7:30p,San Antonio Spurs,100,Detroit Pistons,109,Box Score,,"13,628",
762,10:30p,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,"19,596",
763,7:00p,Denver Nuggets,80,Indiana Pacers,119,Box Score,,"16,124",
764,8:00p,Boston Celtics,102,Milwaukee Bucks,86,Box Score,,"11,016",
765,8:00p,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,,"12,002",
766,7:00p,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,,"17,596",
767,7:00p,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,,"11,467",
768,8:00p,Atlanta Hawks,85,Chicago Bulls,100,Box Score,,"21,325",
769,7:00p,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,,"14,245",
770,10:30p,Utah Jazz,96,Los Angeles Lakers,79,Box Score,,"18,209",
771,8:00p,Washington Wizards,89,Memphis Grizzlies,92,Box Score,,"15,613",
772,9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,,"17,927",
773,10:00p,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,,"20,018",
774,7:30p,San Antonio Spurs,104,Boston Celtics,92,Box Score,,"17,922",
775,7:30p,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,,"16,862",
776,7:30p,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,,"13,184",
777,10:30p,Miami Heat,111,Golden State Warriors,110,Box Score,,"19,596",
778,8:00p,Washington Wizards,112,Houston Rockets,113,Box Score,,"18,314",
779,7:00p,Dallas Mavericks,81,Indiana Pacers,73,Box Score,,"17,663",
780,10:30p,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,,"19,175",
781,8:00p,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,,"11,012",
782,8:00p,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,,"12,139",
783,7:30p,Sacramento Kings,106,New York Knicks,101,Box Score,OT,"19,812",
784,7:00p,Memphis Grizzlies,86,Orlando Magic,81,Box Score,,"15,310",
785,7:00p,Atlanta Hawks,83,Toronto Raptors,104,Box Score,,"17,121",
786,9:00p,Philadelphia 76ers,100,Utah Jazz,105,Box Score,,"19,368",
787,8:00p,Brooklyn Nets,76,Chicago Bulls,92,Box Score,,"21,500",
788,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,,"18,997",
789,8:30p,Miami Heat,117,Dallas Mavericks,106,Box Score,,"20,461",
790,9:00p,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,"16,461",
791,7:30p,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,,"11,285",
792,7:00p,Atlanta Hawks,98,Indiana Pacers,108,Box Score,,"18,165",
793,10:30p,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,,"19,257",
794,8:00p,New York Knicks,93,Memphis Grizzlies,98,Box Score,,"17,317",
795,8:00p,Orlando Magic,100,Milwaukee Bucks,104,Box Score,,"11,106",
796,7:00p,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,,"12,904",
797,7:00p,Toronto Raptors,103,Washington Wizards,93,Box Score,,"15,624",
798,7:30p,Washington Wizards,114,Atlanta Hawks,97,Box Score,,"13,529",
799,7:00p,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,,"14,400",
800,7:00p,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,,"16,539",
801,10:30p,Houston Rockets,134,Los Angeles Lakers,108,Box Score,,"18,997",
802,8:00p,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,,"15,109",
803,8:00p,New York Knicks,98,New Orleans Pelicans,91,Box Score,,"16,495",
804,9:00p,Boston Celtics,94,Phoenix Suns,100,Box Score,,"16,135",
805,10:00p,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,,"20,057",
806,10:00p,Golden State Warriors,101,Sacramento Kings,92,Box Score,,"17,317",
807,7:00p,Chicago Bulls,94,Toronto Raptors,92,Box Score,,"17,704",
808,9:00p,Brooklyn Nets,105,Utah Jazz,99,Box Score,,"17,386",
809,10:30p,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,"19,596",
810,8:00p,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,,"11,186",
811,8:00p,Miami Heat,103,Oklahoma City Thunder,81,Box Score,,"18,203",
812,7:00p,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,,"15,867",
813,8:00p,Denver Nuggets,89,Chicago Bulls,117,Box Score,,"21,621",
814,7:30p,Atlanta Hawks,107,Detroit Pistons,115,Box Score,,"18,053",
815,10:30p,Boston Celtics,92,Los Angeles Lakers,101,Box Score,,"18,997",
816,8:00p,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,,"17,963",
817,7:00p,New York Knicks,121,Orlando Magic,129,Box Score,2OT,"16,498",
818,7:00p,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,,"14,928",
819,9:00p,San Antonio Spurs,85,Phoenix Suns,106,Box Score,,"18,422",
820,10:00p,Utah Jazz,94,Portland Trail Blazers,102,Box Score,,"19,998",
821,7:00p,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,,"18,854",
822,7:30p,New York Knicks,98,Atlanta Hawks,107,Box Score,,"19,045",
823,7:00p,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,,"18,317",
824,7:30p,Dallas Mavericks,113,Detroit Pistons,102,Box Score,,"15,213",
825,10:30p,Brooklyn Nets,86,Golden State Warriors,93,Box Score,,"19,596",
826,8:30p,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,,"17,165",
827,10:00p,Boston Celtics,98,Sacramento Kings,105,Box Score,,"17,317",
828,9:00p,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,,"19,323",
829,7:00p,New Orleans Pelicans,93,Washington Wizards,94,Box Score,,"18,385",
830,6:00p,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,,"17,238",
831,8:00p,Sacramento Kings,109,Denver Nuggets,95,Box Score,,"16,263",
832,9:00p,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,,"18,997",
833,3:30p,Chicago Bulls,79,Miami Heat,93,Box Score,,"19,848",
834,1:00p,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,,"18,203",
835,9:00p,Houston Rockets,115,Phoenix Suns,112,Box Score,,"15,510",
836,9:00p,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,,"19,458",
837,6:00p,Orlando Magic,90,Toronto Raptors,105,Box Score,,"17,435",
838,7:30p,Golden State Warriors,104,Detroit Pistons,96,Box Score,,"14,071",
839,8:00p,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,,"16,185",
840,7:30p,Dallas Mavericks,110,New York Knicks,108,Box Score,,"19,812",
841,7:00p,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,,"12,216",
842,9:00p,Boston Celtics,98,Utah Jazz,110,Box Score,,"17,130",
843,7:30p,Chicago Bulls,107,Atlanta Hawks,103,Box Score,,"12,418",
844,7:00p,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,,"13,758",
845,9:00p,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,,"16,058",
846,7:00p,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,,"18,165",
847,9:00p,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,,"16,273",
848,10:00p,Houston Rockets,129,Sacramento Kings,103,Box Score,,"16,057",
849,7:00p,Orlando Magic,106,Washington Wizards,115,Box Score,,"13,306",
850,7:30p,Atlanta Hawks,104,Boston Celtics,115,Box Score,,"16,605",
851,8:00p,Golden State Warriors,83,Chicago Bulls,103,Box Score,,"21,701",
852,8:00p,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,,"19,729",
853,10:30p,Houston Rockets,93,Los Angeles Clippers,101,Box Score,,"19,258",
854,8:00p,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,,"16,989",
855,8:00p,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,,"18,203",
856,7:00p,Orlando Magic,101,Philadelphia 76ers,90,Box Score,,"12,817",
857,10:00p,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,,"20,015",
858,8:30p,Detroit Pistons,110,San Antonio Spurs,120,Box Score,,"18,581",
859,9:00p,Phoenix Suns,86,Utah Jazz,109,Box Score,,"19,639",
860,10:30p,Brooklyn Nets,112,Denver Nuggets,89,Box Score,,"14,826",
861,7:00p,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,,"17,892",
862,8:00p,New York Knicks,82,Miami Heat,108,Box Score,,"19,634",
863,7:00p,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,"17,758",
864,7:30p,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,,"18,601",
865,8:30p,Chicago Bulls,100,Dallas Mavericks,91,Box Score,,"20,398",
866,10:30p,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,,"18,997",
867,8:00p,Golden State Warriors,126,New York Knicks,103,Box Score,,"19,812",
868,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,,"18,203",
869,10:30p,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,,"16,578",
870,8:30p,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,,"18,581",
871,8:00p,Indiana Pacers,102,Boston Celtics,97,Box Score,,"18,624",
872,8:00p,Detroit Pistons,110,Houston Rockets,118,Box Score,,"18,330",
873,10:30p,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,,"19,060",
874,9:00p,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,,"17,011",
875,7:30p,Orlando Magic,98,Miami Heat,112,Box Score,,"19,834",
876,8:30p,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,,"14,081",
877,7:30p,Washington Wizards,122,Philadelphia 76ers,103,Box Score,,"20,856",
878,10:00p,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,,"20,068",
879,10:00p,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,"17,085",
880,1:00p,New York Knicks,90,Chicago Bulls,109,Box Score,,"21,739",
881,6:00p,Utah Jazz,91,Indiana Pacers,94,Box Score,,"18,165",
882,7:00p,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,,"18,203",
883,6:00p,Philadelphia 76ers,81,Orlando Magic,92,Box Score,,"16,704",
884,8:00p,Atlanta Hawks,120,Phoenix Suns,129,Box Score,,"16,759",
885,7:00p,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,,"18,581",
886,4:00p,Golden State Warriors,98,Toronto Raptors,104,Box Score,,"18,658",
887,7:30p,Chicago Bulls,80,Brooklyn Nets,96,Box Score,,"17,732",
888,9:00p,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,"15,240",
889,7:30p,New York Knicks,85,Detroit Pistons,96,Box Score,,"14,742",
890,7:30p,Charlotte Bobcats,107,Miami Heat,124,Box Score,,"19,727",
891,8:00p,Utah Jazz,88,Milwaukee Bucks,114,Box Score,,"10,022",
892,10:00p,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,,"20,013",
893,10:00p,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,"16,225",
894,7:00p,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,"14,065",
895,7:00p,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,,"17,966",
896,8:00p,Miami Heat,103,Houston Rockets,106,Box Score,,"18,523",
897,7:00p,Golden State Warriors,98,Indiana Pacers,96,Box Score,,"18,165",
898,10:30p,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,,"18,436",
899,8:00p,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,,"18,203",
900,9:00p,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,,"15,068",
901,7:30p,Golden State Warriors,108,Boston Celtics,88,Box Score,,"18,155",
902,7:30p,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,,"17,053",
903,7:00p,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,,"15,372",
904,8:00p,Dallas Mavericks,110,Denver Nuggets,115,Box Score,,"14,541",
905,7:30p,Chicago Bulls,105,Detroit Pistons,94,Box Score,,"14,007",
906,8:00p,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,,"11,079",
907,8:00p,New York Knicks,118,Minnesota Timberwolves,106,Box Score,,"14,294",
908,7:00p,Houston Rockets,101,Orlando Magic,89,Box Score,,"16,012",
909,10:30p,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,,"20,043",
910,7:00p,Utah Jazz,91,Washington Wizards,104,Box Score,,"13,911",
911,10:30p,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,,"18,488",
912,9:00p,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,,"17,816",
913,8:00p,Miami Heat,87,San Antonio Spurs,111,Box Score,,"18,581",
914,7:30p,Brooklyn Nets,84,Boston Celtics,91,Box Score,,"18,195",
915,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,"15,688",
916,7:00p,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,,"21,318",
917,8:30p,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,"20,251",
918,9:00p,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,,"18,248",
919,10:30p,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,"19,596",
920,9:30p,Indiana Pacers,86,Houston Rockets,112,Box Score,,"18,332",
921,8:00p,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,,"16,242",
922,8:00p,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,,"16,061",
923,7:30p,Utah Jazz,81,New York Knicks,108,Box Score,,"19,812",
924,7:00p,Sacramento Kings,87,Toronto Raptors,99,Box Score,,"18,188",
925,7:30p,New York Knicks,107,Cleveland Cavaliers,97,Box Score,,"20,562",
926,10:30p,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,,"19,178",
927,8:00p,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,,"17,298",
928,9:00p,Washington Wizards,114,Milwaukee Bucks,107,Box Score,,"14,839",
929,7:30p,Utah Jazz,104,Philadelphia 76ers,92,Box Score,,"13,569",
930,8:30p,Orlando Magic,112,San Antonio Spurs,121,Box Score,,"18,581",
931,6:00p,Detroit Pistons,111,Boston Celtics,118,Box Score,,"18,624",
932,6:00p,Sacramento Kings,89,Brooklyn Nets,104,Box Score,,"17,732",
933,1:00p,Miami Heat,88,Chicago Bulls,95,Box Score,OT,"22,028",
934,7:30p,Indiana Pacers,94,Dallas Mavericks,105,Box Score,,"20,361",
935,9:00p,Phoenix Suns,107,Golden State Warriors,113,Box Score,,"19,596",
936,7:00p,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,"18,321",
937,3:30p,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,,"18,997",
938,7:00p,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,,"13,116",
939,6:00p,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,"17,115",
940,7:30p,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,"17,351",
941,7:00p,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,"14,312",
942,10:30p,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,"19,226",
943,7:30p,Washington Wizards,90,Miami Heat,99,Box Score,,"19,657",
944,8:00p,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,"10,114",
945,7:30p,Philadelphia 76ers,110,New York Knicks,123,Box Score,,"19,812",
946,9:00p,Atlanta Hawks,112,Utah Jazz,110,Box Score,,"17,774",
947,8:00p,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,"21,634",
948,7:30p,Sacramento Kings,89,Detroit Pistons,99,Box Score,,"15,234",
949,10:30p,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,"19,596",
950,7:00p,Boston Celtics,83,Indiana Pacers,94,Box Score,,"18,165",
951,8:00p,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,"17,391",
952,8:00p,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,"12,473",
953,8:00p,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,"18,203",
954,7:30p,New York Knicks,116,Boston Celtics,92,Box Score,,"18,624",
955,10:30p,Golden State Warriors,98,Los Angeles Clippers,111,Box Score,,"19,570",
956,7:00p,Brooklyn Nets,96,Miami Heat,95,Box Score,,"19,616",
957,8:00p,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,"16,513",
958,7:00p,Denver Nuggets,120,Orlando Magic,112,Box Score,,"16,097",
959,7:00p,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,"11,109",
960,10:00p,Cleveland Cavaliers,110,Phoenix Suns,101,Box Score,,"17,902",
961,9:30p,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,"18,581",
962,7:00p,Detroit Pistons,87,Toronto Raptors,101,Box Score,,"18,247",
963,9:00p,Dallas Mavericks,108,Utah Jazz,101,Box Score,,"17,982",
964,7:00p,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,"17,220",
965,7:30p,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,"12,554",
966,7:00p,Houston Rockets,87,Chicago Bulls,111,Box Score,,"21,747",
967,9:30p,Los Angeles Lakers,102,Oklahoma City Thunder,131,Box Score,,"18,203",
968,7:30p,Phoenix Suns,87,Boston Celtics,80,Box Score,,"18,624",
969,7:00p,Minnesota Timberwolves,93,Charlotte Bobcats,105,Box Score,,"16,983",
970,10:30p,Cleveland Cavaliers,103,Golden State Warriors,94,Box Score,,"19,596",
971,7:30p,Denver Nuggets,111,Miami Heat,107,Box Score,,"19,600",
972,8:00p,Portland Trail Blazers,111,New Orleans Pelicans,103,Box Score,,"16,913",
973,7:00p,Washington Wizards,105,Orlando Magic,101,Box Score,OT,"16,011",
974,7:00p,Indiana Pacers,101,Philadelphia 76ers,94,Box Score,,"14,754",
975,8:30p,Los Angeles Lakers,85,San Antonio Spurs,119,Box Score,,"18,581",
976,7:00p,Memphis Grizzlies,86,Toronto Raptors,99,Box Score,,"18,465",
977,9:00p,Los Angeles Clippers,96,Utah Jazz,87,Box Score,,"19,381",
978,7:30p,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,"16,921",
979,8:00p,Sacramento Kings,87,Chicago Bulls,94,Box Score,,"22,012",
980,7:30p,Indiana Pacers,112,Detroit Pistons,104,Box Score,OT,"17,440",
981,12:00a,Milwaukee Bucks,94,New York Knicks,115,Box Score,,"19,812",
982,7:30p,Memphis Grizzlies,103,Philadelphia 76ers,77,Box Score,,"15,164",
983,7:00p,Brooklyn Nets,94,Washington Wizards,101,Box Score,,"20,356",
