user_type,avg_interval_time,active_days,post_num,similarity_degree
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,3,3,0
1,132,2,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,24,1,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,7,1,2,0
1,4.5,1,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,10,1,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,80.5,1,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,33,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,7,7,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,55,1,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
1,32,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,44,1,2,0
0,-1,1,1,0
1,34,1,2,0
0,-1,1,1,0
0,-1,1,1,0
1,4.5,1,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,118,1,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,3,3,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,53958,6,6,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,17,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,8.5,1,3,0
1,17,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,56,1,4,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
1,0,1,6,1
0,-1,1,1,0
1,2469.5,4,6,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,58141.5,6,7,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,40682,2,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,10761.66667,5,11,0
0,-1,1,1,0
0,-1,1,1,0
0,2750,2,3,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,28387,6,8,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,-1,4,4,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,85442,4,4,1
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,6166,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,593,1,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
1,27,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,82603,6,6,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,22913.28571,15,26,0.8
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
1,77,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,420,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,32,4,5,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,1768,2,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,16,1,2,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,4,4,0
0,-1,2,2,0
0,-1,2,2,0
0,-1,2,2,0
0,13176.5,6,8,0
0,-1,3,3,0
0,-1,1,1,0
1,66,2,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,112,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,12,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
1,211,4,6,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
1,-1,4,4,1
0,-1,1,1,0
0,-1,2,2,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,68295,5,5,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,28,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,7,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
1,15,1,2,0
0,-1,1,1,0
0,-1,1,1,0
1,43,6,7,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,187,1,2,0
0,-1,1,1,0
0,156,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,7.5,1,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,340,4,10,1
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,6176,5,6,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,9.5,1,3,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,1565.6,4,9,0
1,40822.5,6,8,1
0,-1,2,2,0
0,9905,2,3,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,221,1,2,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,77560,3,3,0
0,3959,1,2,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,3,3,0
0,-1,1,1,0
0,13258,4,5,0
1,9461.5,1,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,11501,4,7,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,2,2,0
0,28824.5,3,4,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
1,186,2,3,1
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,3129,2,5,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
1,76816,4,4,0.8
0,-1,1,1,0
0,-1,2,2,0
0,-1,2,2,0
0,-1,3,3,0
0,-1,1,1,0
0,15005,2,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
1,137,1,2,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
1,13429.5,2,4,1
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
1,97,1,2,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
1,24810.33333,3,5,1
1,-1,3,3,1
0,-1,3,3,0
0,-1,1,1,0
0,351,3,4,0
0,-1,1,1,0
0,-1,6,6,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,4,4,0
0,254,5,6,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,24,1,2,0
0,-1,1,1,0
1,220.6666667,4,10,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,59,2,3,0
0,-1,3,3,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,409,2,3,0
0,-1,3,3,0
0,-1,3,3,0
0,-1,1,1,0
0,16063,3,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,198,1,2,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,6,6,0
0,-1,4,4,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,2,2,0
0,-1,1,1,0
1,32197,3,4,0.857142857
0,73481,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
1,11814.5,2,3,0.888888889
0,-1,2,2,0
1,85986,3,3,1
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,184,2,3,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,31,3,4,0
1,49,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,5,5,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
1,77,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,1,1,0
1,22,1,2,0
0,510,4,5,0
0,-1,1,1,0
0,-1,5,5,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,16095,1,2,0
1,6,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,41544,3,4,0
0,14188.66667,2,5,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,4,4,0
0,-1,3,3,0
0,-1,1,1,0
0,63657,3,3,0
0,16994,1,2,0
0,-1,1,1,0
0,16074,1,2,0
0,-1,1,1,0
0,-1,2,2,0
0,8391.5,2,4,0
0,16510,2,3,0
0,-1,1,1,0
0,-1,3,3,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
1,24,1,2,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
1,45,1,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
0,-1,1,1,0
0,-1,1,1,0
0,-1,2,2,0
1,64,2,3,0
